folio,oa,siteNumber,siteName,status,phase,sku,partId,qty,usuariosXSP,usuariosFac
A11190658,398515,71793079,UNO TV PISO 15,Activo,Implementación,UNC.CUAD.BS.101,36709278,4,0,
A11190658,398515,71793079,UNO TV PISO 15,Activo,Implementación,UNC.CUAD.BS.103,36709280,1,1,
A11190658,398515,71793079,UNO TV PISO 15,Activo,Implementación,UNC.CUAD.BS.901,36709282,5,0,
A11191270,399661,71793079,UNO TV PISO 15,Activo,Planeación,UNC.CUAD.BS.101,36739381,4,0,
A11191270,399661,71793079,UNO TV PISO 15,Activo,Planeación,UNC.CUAD.BS.103,36739383,1,1,
A11191270,399661,71793079,UNO TV PISO 15,Activo,Planeación,UNC.CUAD.BS.901,36739385,5,0,
A11191298,399701,71793079,UNO TV PISO 15,Activo,Planeación,UNC.CUAD.BS.101,36740694,4,0,
A11191298,399701,71793079,UNO TV PISO 15,Activo,Planeación,UNC.CUAD.BS.103,36740696,1,1,
A11191298,399701,71793079,UNO TV PISO 15,Activo,Planeación,UNC.CUAD.BS.901,36740698,5,0,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.901,35878668,30,0,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.102,35878656,23,17,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.103,35878658,1,1,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.201,35878662,1,0,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.203,35878666,2,0,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.902,35878678,1,0,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.104,35878660,6,6,
A07191567,382770,71825469,MULTISERVICIOS 5 DE FEBRERO,Cancelado,Desconocido,UNC.CUAD60.BS.202,35878664,1,0,
A10191144,394276,71825469,MULTISERVICIOS 5 DE FEBRERO,Activo,Planeación,UNC.CUAD60.BS.201,36597538,1,0,
A10191266,394461,71825469,MULTISERVICIOS 5 DE FEBRERO,Activo,Implementación,UNC.CUAD60.BS.201,36603038,1,0,
A07191466,382466,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.101,35861884,30,0,
A07191466,382466,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.201,35861888,1,0,1
A07191466,382466,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.902,35861890,1,0,1
A07191466,382466,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.205.1,35861900,10,0,10
A07191466,382466,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.103,35861886,10,10,10
A11190093,397399,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.103,36677581,38,38,38
A11190093,397399,71823775,POLANCO,Activo,Operativo,UNC.CUAD.BS.205.1,36677583,38,0,38
A07190008,379529,71298827,JVM ZACATECAS,Activo,Planeación,UNC.CUAD.BS.104,35646858,3,3,
A07190008,379529,71298827,JVM ZACATECAS,Activo,Planeación,UNC.CUAD.BS.901,35646862,17,0,
A07190008,379529,71298827,JVM ZACATECAS,Activo,Planeación,UNC.CUAD.BS.902,35646867,1,0,
A07190008,379529,71298827,JVM ZACATECAS,Activo,Planeación,UNC.CUAD.BS.910,35646890,4,0,
A07190008,379529,71298827,JVM ZACATECAS,Activo,Planeación,UNC.CUAD.BS.101,35646856,14,14,
A07190008,379529,71298827,JVM ZACATECAS,Activo,Planeación,UNC.CUAD.BS.201,35646860,1,0,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.101,35726826,10,10,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.104,35726830,4,4,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.201,35726832,1,0,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.202,35726834,1,0,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.902,35726846,1,0,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.102,35726828,1,1,
A06190672,378486,71792490,EDIFICIO ADMINISTRATIVO,Activo,Planeación,UNC.CUAD60.BS.901,35726836,15,0,
A06190239,377397,71642075,CORP MTY,Activo,Operativo,UNC.CUAD.BS.101,35646192,3,3,3
A06190239,377397,71642075,CORP MTY,Activo,Operativo,UNC.CUAD.BS.901,35646196,3,0,3
A06190239,377397,71642075,CORP MTY,Activo,Operativo,UNC.CUAD.BS.203,35646194,3,0,
A06190194,377148,71642075,CORP MTY,Activo,Operativo,UNC.CUAD.BS.203,35642994,2,0,
A06190194,377148,71642075,CORP MTY,Activo,Operativo,UNC.CUAD.BS.901,35642992,2,0,2
A06190194,377148,71642075,CORP MTY,Activo,Operativo,UNC.CUAD.BS.101,35642990,2,2,2
A03192073,362638,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.203,34432193,2,0,
A03192073,362638,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.101,34432195,2,2,2
A03192073,362638,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.901,34432197,2,0,2
A02191132,355779,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.101,34257764,1,1,1
A02191132,355779,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.203,34257766,1,0,
A02191132,355779,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.901,34257768,1,0,1
A01191255,354069,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.101,34086733,2,2,
A01191255,354069,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.901,34086737,2,0,
A01191255,354069,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.203,34086735,2,0,
A07170755,281914,71642077,DF CDMX,Activo,Operativo,UNC.CUAD60.BS.901,31835154,13,0,13
A07170755,281914,71642077,DF CDMX,Activo,Operativo,UNC.CUAD60.BS.203,31835160,13,0,13
A07170755,281914,71642077,DF CDMX,Activo,Operativo,UNC.CUAD60.BS.902,31835172,1,0,1
A07170755,281914,71642077,DF CDMX,Activo,Operativo,UNC.CUAD60.BS.103,31835156,3,3,3
A07170755,281914,71642077,DF CDMX,Activo,Operativo,UNC.CUAD60.BS.201,31835158,1,0,1
A07170755,281914,71642077,DF CDMX,Activo,Operativo,UNC.CUAD60.BS.101,31835152,10,10,10
A07170754,281912,71641921,QRO,Activo,Operativo,UNC.CUAD60.BS.101,31835094,7,7,7
A07170754,281912,71641921,QRO,Activo,Operativo,UNC.CUAD60.BS.201,31835099,1,0,1
A07170754,281912,71641921,QRO,Activo,Operativo,UNC.CUAD60.BS.103,31835097,3,3,3
A07170754,281912,71641921,QRO,Activo,Operativo,UNC.CUAD60.BS.203,31835101,10,0,10
A07170754,281912,71641921,QRO,Activo,Operativo,UNC.CUAD60.BS.902,31835116,1,0,1
A07170754,281912,71641921,QRO,Activo,Operativo,UNC.CUAD60.BS.901,31835103,10,0,10
A07170733,281910,71641922,WHIS,Activo,Operativo,UNC.CUAD60.BS.101,31835005,27,26,27
A07170733,281910,71641922,WHIS,Activo,Operativo,UNC.CUAD60.BS.203,31835011,31,0,31
A07170733,281910,71641922,WHIS,Activo,Operativo,UNC.CUAD60.BS.201,31835009,2,0,1
A07170733,281910,71641922,WHIS,Activo,Operativo,UNC.CUAD60.BS.103,31835007,4,4,4
A07170733,281910,71641922,WHIS,Activo,Operativo,UNC.CUAD60.BS.902,31835030,1,0,1
A07170733,281910,71641922,WHIS,Activo,Operativo,UNC.CUAD60.BS.901,31835013,31,0,31
A07170731,281904,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.101,31834931,6,6,6
A07170731,281904,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.203,31834937,9,0,9
A07170731,281904,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.902,31834952,1,0,1
A07170731,281904,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.103,31834933,3,3,3
A07170731,281904,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.201,31834935,2,0,1
A07170731,281904,71641924,NEWLAND,Activo,Operativo,UNC.CUAD60.BS.901,31834939,9,0,9
A07170738,281901,71641920,GDL,Activo,Operativo,UNC.CUAD60.BS.103,31834870,3,3,3
A07170738,281901,71641920,GDL,Activo,Operativo,UNC.CUAD60.BS.203,31834872,10,0,10
A07170738,281901,71641920,GDL,Activo,Operativo,UNC.CUAD60.BS.201,31834868,1,0,1
A07170738,281901,71641920,GDL,Activo,Operativo,UNC.CUAD60.BS.901,31834874,10,0,10
A07170738,281901,71641920,GDL,Activo,Operativo,UNC.CUAD60.BS.902,31834884,1,0,1
A07170738,281901,71641920,GDL,Activo,Operativo,UNC.CUAD60.BS.101,31834866,7,7,7
A07170730,281898,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.101,31834777,39,35,39
A07170730,281898,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.902,31834798,1,0,1
A07170730,281898,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.201,31834781,1,0,1
A07170730,281898,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.103,31834779,9,9,9
A07170730,281898,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.203,31834783,48,0,48
A07170730,281898,71642075,CORP MTY,Activo,Operativo,UNC.CUAD60.BS.901,31834785,48,0,48
A07170729,281896,71641923,EXELCUTS,Activo,Operativo,UNC.CUAD60.BS.103,31833417,4,4,4
A07170729,281896,71641923,EXELCUTS,Activo,Operativo,UNC.CUAD60.BS.201,31833419,2,0,1
A07170729,281896,71641923,EXELCUTS,Activo,Operativo,UNC.CUAD60.BS.902,31833438,1,0,1
A07170729,281896,71641923,EXELCUTS,Activo,Operativo,UNC.CUAD60.BS.101,31833476,26,26,26
A07170729,281896,71641923,EXELCUTS,Activo,Operativo,UNC.CUAD60.BS.901,31833421,30,0,30
A07170729,281896,71641923,EXELCUTS,Activo,Operativo,UNC.CUAD60.BS.203,31833415,30,0,2
V0000000717,355779,71641924,NEWLAND,Activo,Desconocido,UNC.CUAD60.BS.101,34257764,1,1,1
V0000000717,355779,71641924,NEWLAND,Activo,Desconocido,UNC.CUAD60.BS.203,34257766,1,0,
V0000000717,355779,71641924,NEWLAND,Activo,Desconocido,UNC.CUAD60.BS.901,34257768,1,0,1
A06190828,376767,71819092,JUAN SALVADOR AGRAZ,Activo,Planeación,UNC.CUAD60.BS.102,35582704,4,0,
A06190828,376767,71819092,JUAN SALVADOR AGRAZ,Activo,Planeación,UNC.CUAD60.BS.902,35582720,1,0,
A06190828,376767,71819092,JUAN SALVADOR AGRAZ,Activo,Planeación,UNC.CUAD60.BS.901,35582710,39,0,
A06190828,376767,71819092,JUAN SALVADOR AGRAZ,Activo,Planeación,UNC.CUAD60.BS.103,35582706,35,0,
A06190828,376767,71819092,JUAN SALVADOR AGRAZ,Activo,Planeación,UNC.CUAD60.BS.202,35582708,1,0,
A05193487,376641,71741644,CENTRO DE JUSTICIA INTEGRAL PARA LAS MUJERES,Activo,Operativo,UNC.CUAD60.BS.102,35610730,20,20,20
A05193487,376641,71741644,CENTRO DE JUSTICIA INTEGRAL PARA LAS MUJERES,Activo,Operativo,UNC.CUAD60.BS.901,35610734,20,0,20
A05193487,376641,71741644,CENTRO DE JUSTICIA INTEGRAL PARA LAS MUJERES,Activo,Operativo,UNC.CUAD60.BS.902,35610744,1,0,1
A05193487,376641,71741644,CENTRO DE JUSTICIA INTEGRAL PARA LAS MUJERES,Activo,Operativo,UNC.CUAD60.BS.201,35610732,1,0,1
A05193486,376641,71661994,COBAEM,Activo,Operativo,UNC.CUAD60.BS.102,35610670,20,20,20
A05193486,376641,71661994,COBAEM,Activo,Operativo,UNC.CUAD60.BS.901,35610674,20,0,20
A05193486,376641,71661994,COBAEM,Activo,Operativo,UNC.CUAD60.BS.902,35610684,1,0,1
A05193486,376641,71661994,COBAEM,Activo,Operativo,UNC.CUAD60.BS.201,35610672,1,0,1
A02170030,257935,71459432,MINISTERIO LA PIEDAD,Activo,Planeación,UNC.CUAD.BS.101,31059876,40,29,
A02170030,257935,71459432,MINISTERIO LA PIEDAD,Activo,Planeación,UNC.CUAD.BS.201,31059880,1,0,
A02170030,257935,71459432,MINISTERIO LA PIEDAD,Activo,Planeación,UNC.CUAD.BS.901,31059882,50,0,
A02170030,257935,71459432,MINISTERIO LA PIEDAD,Activo,Planeación,UNC.CUAD.BS.902,31059892,1,0,
A02170030,257935,71459432,MINISTERIO LA PIEDAD,Activo,Planeación,UNC.CUAD.BS.103,31059878,10,10,
A02170013,257921,71578658,LA HUERTA,Activo,Operativo,UNC.CUAD.BS.101,31059540,52,43,44
A02170013,257921,71578658,LA HUERTA,Activo,Operativo,UNC.CUAD.BS.902,31059562,1,0,1
A02170013,257921,71578658,LA HUERTA,Activo,Operativo,UNC.CUAD.BS.901,31059548,79,0,71
A02170013,257921,71578658,LA HUERTA,Activo,Operativo,UNC.CUAD.BS.202,31059546,1,0,
A02170013,257921,71578658,LA HUERTA,Activo,Operativo,UNC.CUAD.BS.201,31059544,2,0,
A10180110,340454,71694987,PGJ MINISTERIO ZAMORA II,Activo,Planeación,,,,9575,
A10180110,340454,71694987,PGJ MINISTERIO ZAMORA II,Activo,Planeación,,,,9575,
A10180110,340454,71694987,PGJ MINISTERIO ZAMORA II,Activo,Planeación,,,,9575,
A10180110,340454,71694987,PGJ MINISTERIO ZAMORA II,Activo,Planeación,,,,9575,
A10180110,340454,71694987,PGJ MINISTERIO ZAMORA II,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,,,,9575,
A02181299,305505,70131203,PGJ_EDIFICIO_CENTRAL FR,Activo,Planeación,UNC.CUAD60.BS.104,31059542,27,0,27
A03194280,363458,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.902,34482121,1,0,1
A03194280,363458,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.201,34482123,3,0,
A03194280,363458,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.104,34482125,3,3,3
A03194280,363458,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.901,34482127,3,0,3
A12180232,348680,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.102,33747490,6,6,
A10181722,344631,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.102,33652969,73,73,32
A10181722,344631,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.104,33652971,47,13,
A10181722,344631,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.202,33652973,1,0,
A10181387,343831,70062286,ILUSION TIZAYUCA,Cancelado,Desconocido,,,,9575,
A10181387,343831,70062286,ILUSION TIZAYUCA,Cancelado,Desconocido,,,,9575,
A10181387,343831,70062286,ILUSION TIZAYUCA,Cancelado,Desconocido,,,,9575,
A11170569,295217,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.910,32364033,8,0,
A10170387,290458,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.101,32157015,2,2,
A08171082,286328,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.101,31986357,4,4,
A04170113,265974,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.104,31255014,3,0,
A04170110,265974,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.104,31255012,3,3,3
A04170109,265974,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.104,31255010,3,3,
A04170106,265970,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.104,31254950,45,0,8
A04170101,265970,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.104,31254948,31,22,
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.102,30883566,19,19,19
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.203,30883574,20,0,
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.902,30883584,1,0,1
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.901,30883576,22,0,21
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.202,30883572,1,0,
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.103,30883568,2,2,2
A12160514,253437,71278858,CONF LAGOS LAGOS MORENO ESMERALD VML5 41,Activo,Operativo,UNC.CUAD.BS.201,30883570,1,0,
A12160515,253437,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.102,30883400,94,49,94
A12160515,253437,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.901,30883410,140,0,140
A12160515,253437,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.203,30883408,95,0,0
A12160515,253437,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.202,30883406,1,0,
A12160515,253437,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.201,30883404,1,0,
A12160515,253437,70062286,ILUSION TIZAYUCA,Activo,Operativo,UNC.CUAD.BS.103,30883402,45,7,9
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.102,30883351,19,17,19
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.201,30883355,1,0,
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.202,30883357,1,0,
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.203,30883359,20,0,20
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.902,30883369,1,0,1
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.103,30883353,2,2,2
A12160513,253437,70019896,ILUSION MIXQUIAHUALA NARCIZO,Activo,Operativo,UNC.CUAD.BS.901,30883361,22,0,22
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.103,30883294,2,1,2
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.201,30883296,1,0,
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.203,30883300,27,0,27
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.902,30883313,1,0,1
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.102,30883292,26,24,25
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.202,30883298,1,0,
A12160512,253437,70019130,ILUSION ACTOPAN,Activo,Operativo,UNC.CUAD.BS.901,30883302,29,0,27
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.102,30883059,163,154,
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.103,30883061,31,20,
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.201,30883063,1,0,
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.203,30883065,164,0,
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.202,30883290,1,0,
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.902,30883086,1,0,
A03171006,253437,70019099,ILUSION NAUCALPAN,Activo,Planeación,UNC.CUAD.BS.901,30883067,195,0,
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.201,30246811,1,0,
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.206,30246821,8,0,0
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.103,30246809,8,0,8
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.102,30246807,8,0,8
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.205,30246817,8,0,
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.204,30246815,8,0,
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.203,30246813,16,0,16
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.902,30246832,1,0,0
A05160580,230719,71572156,MATEHUALA 2,Activo,Operativo,UNC.CUAD.BS.901,30246823,16,0,16
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.102,30246489,40,35,35
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.103,30246491,20,20,20
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.205,30246499,20,0,12
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.205.1,30246501,20,0,
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.204,30246497,20,0,
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.203,30246495,60,0,56
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.902,30246515,1,0,1
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.901,30246505,60,0,60
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.206,30246503,20,0,
A05160570,230705,70062328,INT ILUSION MEXICO B CHAPULTEPEC,Activo,Operativo,UNC.CUAD.BS.201,30246493,1,0,1
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,UNC.CUAD.BS.205.1,30246819,8,0,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A01180163,300888,71403747,MATEHUALA,Activo,Operativo,,,,9575,
A05191752,373083,71703903,SOTELO,Cancelado,Planeación,UNC.CUAD.BS.103,35339421,5,0,
A05191752,373083,71703903,SOTELO,Cancelado,Planeación,UNC.CUAD.BS.901,35339423,5,0,
A05191245,372439,71703903,SOTELO,Activo,Planeación,UNC.CUAD.BS.104,35192942,40,0,
A05191245,372439,71703903,SOTELO,Activo,Planeación,UNC.CUAD.BS.201,35192944,2,0,
A05191245,372439,71703903,SOTELO,Activo,Planeación,UNC.CUAD.BS.203,35192946,41,0,
A05191245,372439,71703903,SOTELO,Activo,Planeación,UNC.CUAD.BS.901,35192948,169,0,
A05191245,372439,71703903,SOTELO,Activo,Planeación,UNC.CUAD.BS.103,35192940,129,0,
A05191247,372438,71798074,CEDIS ZURICH CARNICOS,Activo,Implementación,UNC.CUAD.BS.104,35193129,3,0,3
A05191247,372438,71798074,CEDIS ZURICH CARNICOS,Activo,Implementación,UNC.CUAD.BS.201,35193131,1,0,1
A05191247,372438,71798074,CEDIS ZURICH CARNICOS,Activo,Implementación,UNC.CUAD.BS.901,35193135,28,0,28
A05191247,372438,71798074,CEDIS ZURICH CARNICOS,Activo,Implementación,UNC.CUAD.BS.902,35193145,1,0,1
A05191247,372438,71798074,CEDIS ZURICH CARNICOS,Activo,Implementación,UNC.CUAD.BS.203,35193133,8,0,8
A05191247,372438,71798074,CEDIS ZURICH CARNICOS,Activo,Implementación,UNC.CUAD.BS.103,35193127,25,0,25
A05191246,372437,71618149,CEDA MDF,Activo,Planeación,UNC.CUAD.BS.103,35193224,204,0,
A05191246,372437,71618149,CEDA MDF,Activo,Planeación,UNC.CUAD.BS.104,35193226,26,0,
A05191246,372437,71618149,CEDA MDF,Activo,Planeación,UNC.CUAD.BS.201,35193228,9,0,
A05191246,372437,71618149,CEDA MDF,Activo,Planeación,UNC.CUAD.BS.901,35193232,230,0,
A05191246,372437,71618149,CEDA MDF,Activo,Planeación,UNC.CUAD.BS.902,35193248,1,0,
A05191246,372437,71618149,CEDA MDF,Activo,Planeación,UNC.CUAD.BS.203,35193230,79,0,
A05191244,372436,71641732,SITIO CIUDAD DEL CARMEN,Activo,Planeación,UNC.CUAD.BS.901,35193379,24,0,
A05191244,372436,71641732,SITIO CIUDAD DEL CARMEN,Activo,Planeación,UNC.CUAD.BS.902,35193389,1,0,
A05191244,372436,71641732,SITIO CIUDAD DEL CARMEN,Activo,Planeación,UNC.CUAD.BS.103,35193371,22,0,
A05191244,372436,71641732,SITIO CIUDAD DEL CARMEN,Activo,Planeación,UNC.CUAD.BS.104,35193373,2,0,
A05191244,372436,71641732,SITIO CIUDAD DEL CARMEN,Activo,Planeación,UNC.CUAD.BS.201,35193375,1,0,
A05191244,372436,71641732,SITIO CIUDAD DEL CARMEN,Activo,Planeación,UNC.CUAD.BS.203,35193377,1,0,
A05191242,372435,71798018,CUAUTIPARK NAVE 2,Activo,Planeación,UNC.CUAD.BS.103,35193605,6,0,
A05191242,372435,71798018,CUAUTIPARK NAVE 2,Activo,Planeación,UNC.CUAD.BS.902,35193621,1,0,
A05191242,372435,71798018,CUAUTIPARK NAVE 2,Activo,Planeación,UNC.CUAD.BS.901,35193611,7,0,
A05191242,372435,71798018,CUAUTIPARK NAVE 2,Activo,Planeación,UNC.CUAD.BS.201,35193609,1,0,
