"folio","oa","siteNumber","clientName","siteName","phase","status","sku","partId","qty","usuariosXSP","usuariosFac"
"A08190907",382480,71824359,"NUESTRA CAJA S.A. DE C.V.","CUAD OAXACA PINO SUAREZ","Planeación","Activo","UNC.CUAD.BS.901",35874196,1,0,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.101",35874145,9,3,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.901",35874147,10,0,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.104",35874173,1,1,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.202",35874177,1,0,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.902",35874192,1,0,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.203",35874179,1,0,"[]"
"A08190906",382480,71650834,"NUESTRA CAJA S.A. DE C.V.","CORPORATIVO HERORES DE CHAPULTEPEC","Operativo","Activo","UNC.CUAD.BS.201",35874175,1,0,"[]"
"A08190905",382480,71607648,"NUESTRA CAJA S.A. DE C.V.","SISTEMAS CORPORATIVO","Operativo","Activo","UNC.CUAD.BS.101",35874123,7,0,"[]"
"A08190905",382480,71607648,"NUESTRA CAJA S.A. DE C.V.","SISTEMAS CORPORATIVO","Operativo","Activo","UNC.CUAD.BS.901",35874143,7,0,"[]"
"A08191519",385890,71824459,"NUESTRA CAJA S.A. DE C.V.","CUAD CHOLULA","Implementación","Activo","UNC.CUAD.BS.101",36067503,1,0,"[1]"
"A08191519",385890,71824459,"NUESTRA CAJA S.A. DE C.V.","CUAD CHOLULA","Implementación","Activo","UNC.CUAD.BS.901",36067511,1,0,"[1]"
"A08191520",385890,71824460,"NUESTRA CAJA S.A. DE C.V.","CUAD PUEBLA SUR","Implementación","Activo","UNC.CUAD.BS.101",36067513,1,0,"[1]"
"A08191520",385890,71824460,"NUESTRA CAJA S.A. DE C.V.","CUAD PUEBLA SUR","Implementación","Activo","UNC.CUAD.BS.901",36067521,1,0,"[1]"
"A08191521",385890,71824461,"NUESTRA CAJA S.A. DE C.V.","CUAD MARQUEZADO","Implementación","Activo","UNC.CUAD.BS.101",36067523,1,0,"[1]"
"A08191521",385890,71824461,"NUESTRA CAJA S.A. DE C.V.","CUAD MARQUEZADO","Implementación","Activo","UNC.CUAD.BS.901",36067531,1,0,"[1]"
"A08191522",385890,71824549,"NUESTRA CAJA S.A. DE C.V.","CUAD COATZACOALCOS PROMOTORIA","Operativo","Activo","UNC.CUAD.BS.101",36067533,1,0,"[]"
"A08191522",385890,71824549,"NUESTRA CAJA S.A. DE C.V.","CUAD COATZACOALCOS PROMOTORIA","Operativo","Activo","UNC.CUAD.BS.901",36067541,1,0,"[]"
"A08191524",385890,71824550,"NUESTRA CAJA S.A. DE C.V.","CUAD PUERTO ESCONDIDO","Implementación","Activo","UNC.CUAD.BS.101",36067543,1,0,"[]"
"A08191524",385890,71824550,"NUESTRA CAJA S.A. DE C.V.","CUAD PUERTO ESCONDIDO","Implementación","Activo","UNC.CUAD.BS.901",36067551,1,0,"[]"
"A08191525",385890,71824551,"NUESTRA CAJA S.A. DE C.V.","CUAD IXTACZOQUITLAN","Operativo","Activo","UNC.CUAD.BS.101",36067553,1,0,"[1]"
"A08191525",385890,71824551,"NUESTRA CAJA S.A. DE C.V.","CUAD IXTACZOQUITLAN","Operativo","Activo","UNC.CUAD.BS.901",36067561,1,0,"[1]"
"A08191526",385890,71824552,"NUESTRA CAJA S.A. DE C.V.","CUAD MERIDA","Operativo","Activo","UNC.CUAD.BS.101",36067563,1,0,"[1]"
"A08191526",385890,71824552,"NUESTRA CAJA S.A. DE C.V.","CUAD MERIDA","Operativo","Activo","UNC.CUAD.BS.901",36067571,1,0,"[1]"
"A08191527",385890,71824557,"NUESTRA CAJA S.A. DE C.V.","CUAD OCUILTZAPOTLAN","Operativo","Activo","UNC.CUAD.BS.101",36067573,1,0,"[1]"
"A08191527",385890,71824557,"NUESTRA CAJA S.A. DE C.V.","CUAD OCUILTZAPOTLAN","Operativo","Activo","UNC.CUAD.BS.901",36067581,1,0,"[1]"
"A08191528",385890,71824558,"NUESTRA CAJA S.A. DE C.V.","CUAD BARRIO ALTO","Implementación","Activo","UNC.CUAD.BS.101",36067583,1,0,"[1]"
"A08191528",385890,71824558,"NUESTRA CAJA S.A. DE C.V.","CUAD BARRIO ALTO","Implementación","Activo","UNC.CUAD.BS.901",36067591,1,0,"[1]"
"A08191529",385890,71824561,"NUESTRA CAJA S.A. DE C.V.","CUAD ARCHIVO","Implementación","Activo","UNC.CUAD.BS.101",36067593,1,0,"[1]"
"A08191529",385890,71824561,"NUESTRA CAJA S.A. DE C.V.","CUAD ARCHIVO","Implementación","Activo","UNC.CUAD.BS.901",36067601,1,0,"[1]"
"A08191530",385890,71825349,"NUESTRA CAJA S.A. DE C.V.","CUAD TUXTEPEC","Operativo","Activo","UNC.CUAD.BS.101",36067603,1,0,"[1]"
"A08191530",385890,71825349,"NUESTRA CAJA S.A. DE C.V.","CUAD TUXTEPEC","Operativo","Activo","UNC.CUAD.BS.901",36067611,1,0,"[1]"
"A10191586",395336,71824371,"NUESTRA CAJA S.A. DE C.V.","CUAD SANTA ROSA","Implementación","Activo","UNC.CUAD.BS.101",36638479,1,0,"[]"
"A10191586",395336,71824371,"NUESTRA CAJA S.A. DE C.V.","CUAD SANTA ROSA","Implementación","Activo","UNC.CUAD.BS.901",36638487,1,0,"[]"
"A08190827",385146,71821097,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER PARQUE STIVA STA CATARINA","Planeación","Activo","UNC.CUAD60.BS.104",36041046,15,0,"[]"
"A08190827",385146,71821097,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER PARQUE STIVA STA CATARINA","Planeación","Activo","UNC.CUAD60.BS.902",36041060,1,0,"[]"
"A08190827",385146,71821097,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER PARQUE STIVA STA CATARINA","Planeación","Activo","UNC.CUAD60.BS.901",36041050,15,0,"[]"
"A08190827",385146,71821097,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER PARQUE STIVA STA CATARINA","Planeación","Activo","UNC.CUAD60.BS.201",36041048,1,0,"[]"
"A04195710",368564,71647946,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER QUERETARO","Desconocido","Cancelado","UNC.CUAD60.BS.104",34976356,4,4,"[]"
"A04195710",368564,71647946,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER QUERETARO","Desconocido","Cancelado","UNC.CUAD60.BS.902",34976358,1,0,"[]"
"A04195710",368564,71647946,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER QUERETARO","Desconocido","Cancelado","UNC.CUAD60.BS.901",34976362,4,0,"[]"
"A04195710",368564,71647946,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER QUERETARO","Desconocido","Cancelado","UNC.CUAD60.BS.201",34976360,1,0,"[]"
"A03193483",363066,71756393,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN TIENDA II","Implementación","Activo","UNC.CUAD60.BS.104",34449388,1,0,"[]"
"A03182444",312377,71647946,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER QUERETARO","Operativo","Activo","UNC.CUAD60.BS.104",32843022,1,0,"[1]"
"A03182444",312377,71647946,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER QUERETARO","Operativo","Activo","UNC.CUAD60.BS.901",32843024,1,0,"[1]"
"A01181712",302800,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Operativo","Activo","UNC.CUAD60.BS.104",32614666,70,69,"[70]"
"A01181712",302800,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Operativo","Activo","UNC.CUAD60.BS.901",32614668,70,0,"[70]"
"A01181712",302800,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Operativo","Activo","UNC.CUAD60.BS.201",32614670,1,0,"[1]"
"A01181712",302800,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Operativo","Activo","UNC.CUAD60.BS.902",32614672,1,0,"[1]"
"A01181714",302800,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Operativo","Activo","UNC.CUAD60.BS.104",32614638,8,8,"[8]"
"A01181714",302800,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Operativo","Activo","UNC.CUAD60.BS.201",32614640,1,0,"[1]"
"A01181714",302800,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Operativo","Activo","UNC.CUAD60.BS.902",32614644,1,0,"[1]"
"A01181714",302800,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Operativo","Activo","UNC.CUAD60.BS.901",32614642,8,0,"[8]"
"A01181713",302800,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Operativo","Activo","UNC.CUAD60.BS.104",32614603,15,15,"[15]"
"A01181713",302800,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Operativo","Activo","UNC.CUAD60.BS.201",32614605,1,0,"[1]"
"A01181713",302800,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Operativo","Activo","UNC.CUAD60.BS.901",32614607,15,0,"[15]"
"A01181713",302800,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Operativo","Activo","UNC.CUAD60.BS.902",32614612,1,0,"[1]"
"A01181710",302800,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Operativo","Activo","UNC.CUAD60.BS.902",32614582,1,0,"[1]"
"A01181710",302800,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Operativo","Activo","UNC.CUAD60.BS.104",32614576,7,7,"[7]"
"A01181710",302800,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Operativo","Activo","UNC.CUAD60.BS.201",32614578,1,0,"[1]"
"A01181710",302800,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Operativo","Activo","UNC.CUAD60.BS.901",32614580,7,0,"[7]"
"A01181711",302800,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Operativo","Activo","UNC.CUAD60.BS.104",32614466,85,85,"[85]"
"A01181711",302800,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Operativo","Activo","UNC.CUAD60.BS.201",32614468,1,0,"[1]"
"A01181711",302800,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Operativo","Activo","UNC.CUAD60.BS.901",32614470,85,0,"[85]"
"A01181711",302800,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Operativo","Activo","UNC.CUAD60.BS.902",32614480,1,0,"[1]"
"A01181709",302800,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Operativo","Activo","UNC.CUAD60.BS.104",32614437,9,9,"[9]"
"A01181709",302800,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Operativo","Activo","UNC.CUAD60.BS.902",32614443,1,0,"[1]"
"A01181709",302800,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Operativo","Activo","UNC.CUAD60.BS.201",32614439,1,0,"[1]"
"A01181709",302800,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Operativo","Activo","UNC.CUAD60.BS.901",32614441,9,0,"[9]"
"A01181708",302800,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Operativo","Activo","UNC.CUAD60.BS.104",32614408,9,9,"[9]"
"A01181708",302800,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Operativo","Activo","UNC.CUAD60.BS.201",32614410,1,0,"[1]"
"A01181708",302800,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Operativo","Activo","UNC.CUAD60.BS.901",32614412,9,0,"[9]"
"A01181708",302800,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Operativo","Activo","UNC.CUAD60.BS.902",32614414,1,0,"[1]"
"A01181707",302800,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Operativo","Activo","UNC.CUAD60.BS.104",32614382,8,8,"[8]"
"A01181707",302800,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Operativo","Activo","UNC.CUAD60.BS.902",32614388,1,0,"[1]"
"A01181707",302800,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Operativo","Activo","UNC.CUAD60.BS.201",32614384,1,0,"[1]"
"A01181707",302800,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Operativo","Activo","UNC.CUAD60.BS.901",32614386,8,0,"[8]"
"A10170578",291190,71615759,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","MERIDA TIENDA","Operativo","Activo","UNC.CUAD60.BS.902",32150409,1,0,"[1]"
"A10170578",291190,71615759,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","MERIDA TIENDA","Operativo","Activo","UNC.CUAD60.BS.201",32150399,1,0,"[1]"
"A10170578",291190,71615759,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","MERIDA TIENDA","Operativo","Activo","UNC.CUAD60.BS.901",32150401,6,0,"[6]"
"A10170578",291190,71615759,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","MERIDA TIENDA","Operativo","Activo","UNC.CUAD60.BS.104",32150397,6,6,"[6]"
"A10170577",291190,71615754,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN BODEGA","Operativo","Activo","UNC.CUAD60.BS.104",32150387,1,1,"[1]"
"A10170577",291190,71615754,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN BODEGA","Operativo","Activo","UNC.CUAD60.BS.901",32150389,1,0,"[1]"
"A10170572",291190,71615745,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CUAUTITLAN IZCALLI BODEGA","Desconocido","Cancelado","UNC.CUAD60.BS.104",32150347,1,0,"[]"
"A10170572",291190,71615745,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CUAUTITLAN IZCALLI BODEGA","Desconocido","Cancelado","UNC.CUAD60.BS.901",32150349,1,0,"[]"
"A10170571",291190,71615749,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN TIENDA","Operativo","Activo","UNC.CUAD60.BS.901",32150361,10,0,"[10]"
"A10170571",291190,71615749,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN TIENDA","Operativo","Activo","UNC.CUAD60.BS.201",32150359,1,0,"[1]"
"A10170571",291190,71615749,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN TIENDA","Operativo","Activo","UNC.CUAD60.BS.104",32150357,10,10,"[10]"
"A10170571",291190,71615749,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CANCUN TIENDA","Operativo","Activo","UNC.CUAD60.BS.902",32150371,1,0,"[1]"
"A10170573",291190,71615739,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","TAMPICO TIENDA","Desconocido","Cancelado","UNC.CUAD60.BS.902",32150331,1,0,"[]"
"A10170573",291190,71615739,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","TAMPICO TIENDA","Desconocido","Cancelado","UNC.CUAD60.BS.901",32150329,4,0,"[]"
"A10170573",291190,71615739,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","TAMPICO TIENDA","Desconocido","Cancelado","UNC.CUAD60.BS.201",32150327,1,0,"[]"
"A10170573",291190,71615739,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","TAMPICO TIENDA","Desconocido","Cancelado","UNC.CUAD60.BS.104",32150325,4,0,"[]"
"A10170568",291190,71615732,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","HERMOSILLO TIENDA","Operativo","Activo","UNC.CUAD60.BS.901",32150290,7,0,"[7]"
"A10170568",291190,71615732,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","HERMOSILLO TIENDA","Operativo","Activo","UNC.CUAD60.BS.902",32150302,1,0,"[1]"
"A10170568",291190,71615732,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","HERMOSILLO TIENDA","Operativo","Activo","UNC.CUAD60.BS.104",32150292,7,7,"[7]"
"A10170568",291190,71615732,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","HERMOSILLO TIENDA","Operativo","Activo","UNC.CUAD60.BS.201",32150294,1,0,"[1]"
"A10170574",291190,71615735,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","HERMOSILLO BODEGA","Operativo","Activo","UNC.CUAD60.BS.104",32150315,1,1,"[1]"
"A10170574",291190,71615735,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","HERMOSILLO BODEGA","Operativo","Activo","UNC.CUAD60.BS.901",32150317,1,0,"[1]"
"A10170565",291190,71378675,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER GUADALAJARA","Operativo","Activo","UNC.CUAD60.BS.901",32150271,5,0,"[5]"
"A10170565",291190,71378675,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER GUADALAJARA","Operativo","Activo","UNC.CUAD60.BS.902",32150273,1,0,"[1]"
"A10170565",291190,71378675,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER GUADALAJARA","Operativo","Activo","UNC.CUAD60.BS.201",32150269,1,0,"[1]"
"A10170565",291190,71378675,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER GUADALAJARA","Operativo","Activo","UNC.CUAD60.BS.104",32150267,5,5,"[5]"
"A10170567",291177,71620839,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","PARQUE INDUSTRIAL NOGALES ZAPOPAN","Operativo","Activo","UNC.CUAD60.BS.901",32150523,12,0,"[12]"
"A10170567",291177,71620839,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","PARQUE INDUSTRIAL NOGALES ZAPOPAN","Operativo","Activo","UNC.CUAD60.BS.902",32150549,1,0,"[1]"
"A10170567",291177,71620839,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","PARQUE INDUSTRIAL NOGALES ZAPOPAN","Operativo","Activo","UNC.CUAD60.BS.201",32150521,1,0,"[1]"
"A10170567",291177,71620839,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","PARQUE INDUSTRIAL NOGALES ZAPOPAN","Operativo","Activo","UNC.CUAD60.BS.104",32150519,12,12,"[12]"
"A10170496",291012,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD.BS.201",32130725,1,0,"[]"
"A10170496",291012,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD.BS.902",32130737,1,0,"[]"
"A10170496",291012,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD.BS.104",32130723,70,0,"[]"
"A10170496",291012,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD.BS.901",32130727,70,0,"[]"
"A10170495",291012,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD.BS.201",32130697,1,0,"[]"
"A10170495",291012,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD.BS.901",32130699,8,0,"[]"
"A10170495",291012,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD.BS.902",32130709,1,0,"[]"
"A10170495",291012,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD.BS.104",32130695,8,1,"[]"
"A10170494",291012,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Desconocido","Cancelado","UNC.CUAD.BS.901",32130662,15,0,"[]"
"A10170494",291012,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Desconocido","Cancelado","UNC.CUAD.BS.902",32130674,1,0,"[]"
"A10170494",291012,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Desconocido","Cancelado","UNC.CUAD.BS.201",32130660,1,0,"[]"
"A10170494",291012,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Desconocido","Cancelado","UNC.CUAD.BS.104",32130664,15,0,"[]"
"A10170493",291012,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Desconocido","Cancelado","UNC.CUAD.BS.201",32130637,1,0,"[]"
"A10170493",291012,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Desconocido","Cancelado","UNC.CUAD.BS.902",32130647,1,0,"[]"
"A10170493",291012,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Desconocido","Cancelado","UNC.CUAD.BS.104",32130633,7,0,"[]"
"A10170493",291012,71381212,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TIJUANA","Desconocido","Cancelado","UNC.CUAD.BS.901",32130635,7,0,"[]"
"A10170492",291012,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Desconocido","Cancelado","UNC.CUAD.BS.104",32130523,85,0,"[]"
"A10170492",291012,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Desconocido","Cancelado","UNC.CUAD.BS.901",32130527,85,0,"[]"
"A10170492",291012,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Desconocido","Cancelado","UNC.CUAD.BS.201",32130525,1,0,"[]"
"A10170492",291012,71378680,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER DEL VALLE NL","Desconocido","Cancelado","UNC.CUAD.BS.902",32130537,1,0,"[]"
"A10170491",291012,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Desconocido","Cancelado","UNC.CUAD.BS.902",32130508,1,0,"[]"
"A10170491",291012,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Desconocido","Cancelado","UNC.CUAD.BS.901",32130498,9,0,"[]"
"A10170491",291012,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Desconocido","Cancelado","UNC.CUAD.BS.201",32130496,1,0,"[]"
"A10170491",291012,71378679,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER TLALNEPANTLA","Desconocido","Cancelado","UNC.CUAD.BS.104",32130494,9,0,"[]"
"A10170490",291012,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Desconocido","Cancelado","UNC.CUAD.BS.104",32130465,9,0,"[]"
"A10170490",291012,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Desconocido","Cancelado","UNC.CUAD.BS.901",32130469,9,0,"[]"
"A10170490",291012,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Desconocido","Cancelado","UNC.CUAD.BS.902",32130474,1,0,"[]"
"A10170490",291012,71378678,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER MONTERREY","Desconocido","Cancelado","UNC.CUAD.BS.201",32130467,1,0,"[]"
"A10170489",291012,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Desconocido","Cancelado","UNC.CUAD.BS.104",32130439,8,1,"[]"
"A10170489",291012,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Desconocido","Cancelado","UNC.CUAD.BS.901",32130443,8,0,"[]"
"A10170489",291012,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Desconocido","Cancelado","UNC.CUAD.BS.201",32130441,1,0,"[]"
"A10170489",291012,71378673,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER CANCUN","Desconocido","Cancelado","UNC.CUAD.BS.902",32130451,1,0,"[]"
"A09170750",288119,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD60.BS.201",32060677,1,0,"[]"
"A09170750",288119,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD60.BS.902",32060687,1,0,"[]"
"A09170750",288119,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD60.BS.901",32060675,70,0,"[]"
"A09170750",288119,71466790,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","BENITO JUAREZ DF 2015","Desconocido","Cancelado","UNC.CUAD60.BS.104",32060673,70,0,"[]"
"A09170749",288119,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD60.BS.902",32060659,1,0,"[]"
"A09170749",288119,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD60.BS.201",32060649,1,0,"[]"
"A09170749",288119,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD60.BS.104",32060645,8,0,"[]"
"A09170749",288119,71389493,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER VERACRUZ","Desconocido","Cancelado","UNC.CUAD60.BS.901",32060647,8,0,"[]"
"A09170748",288119,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Desconocido","Cancelado","UNC.CUAD60.BS.201",32060612,1,0,"[]"
"A09170748",288119,71386049,"CARRIER ENTERPRISE MEXICO S DE RL DE CV","CARRIER APODACA PROLOGIS","Desconocido","Cancelado","UNC.CUAD60.BS.902",32060622,1,0,"[]"
