"_id","groupId","serviceProviderId","services"
"AMX_2705721_HG151430@pbxcloud.mx","AMX_2705721","AMX_Ent_2065070","[""Call Forwarding Always""]"
"AMX_2644181_HG151244@pbxcloud.mx","AMX_2644181","AMX_Ent_2087589","[""Call Forwarding Always""]"
"AMX_2746252_HG151452@pbxcloud.mx","AMX_2746252","AMX_Ent_2097040","[""Call Forwarding Always""]"
"AMX_2672519_HG150679@pbxcloud.mx","AMX_2672519","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2672519_HG150697@pbxcloud.mx","AMX_2672519","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2672519_HG150706@pbxcloud.mx","AMX_2672519","AMX_Ent_2101454","[""Call Forwarding Always""]"
"Hg-did-2@pbxcloud.mx","AMX_2672519","AMX_Ent_2101454","[""Call Forwarding Always""]"
"Hg-did@pbxcloud.mx","AMX_2672519","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2766656_HG151472@pbxcloud.mx","AMX_2766656","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2766656_HG151478@pbxcloud.mx","AMX_2766656","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2766656_HG151491@pbxcloud.mx","AMX_2766656","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2766656_HG151498@pbxcloud.mx","AMX_2766656","AMX_Ent_2101454","[""Call Forwarding Always""]"
"AMX_2684334_HG150574@pbxcloud.mx","AMX_2684334","AMX_Ent_2109973","[""Call Forwarding Busy""]"
"AMX_2725631_HG151308@pbxcloud.mx","AMX_2725631","AMX_Ent_2116994","[""Call Forwarding Always""]"
"AMX_2729690_HG152575@pbxcloud.mx","AMX_2729690","AMX_Ent_2135505","[""Call Forwarding Always""]"
"AMX_2729690_HG152583@pbxcloud.mx","AMX_2729690","AMX_Ent_2135505","[""Call Forwarding Always""]"
"AMX_2729690_HG152593@pbxcloud.mx","AMX_2729690","AMX_Ent_2135505","[""Call Forwarding Always""]"
"AMX_2729690_HG152599@pbxcloud.mx","AMX_2729690","AMX_Ent_2135505","[""Call Forwarding Always""]"
"AMX_2729690_HG152608@pbxcloud.mx","AMX_2729690","AMX_Ent_2135505","[""Call Forwarding Always""]"
"AMX_2729690_HG152616@pbxcloud.mx","AMX_2729690","AMX_Ent_2135505","[""Call Forwarding Always""]"
"AMX_2865358_HG151937@pbxcloud.mx","AMX_2865358","AMX_Ent_2144080","[""Call Forwarding Always""]"
"AMX_2865358_HG151947@pbxcloud.mx","AMX_2865358","AMX_Ent_2144080","[""Call Forwarding Always""]"
"AMX_2865358_HG151955@pbxcloud.mx","AMX_2865358","AMX_Ent_2144080","[""Call Forwarding Always""]"
"AMX_2865358_HG151962@pbxcloud.mx","AMX_2865358","AMX_Ent_2144080","[""Call Forwarding Always""]"
"AMX_2865358_HG151975@pbxcloud.mx","AMX_2865358","AMX_Ent_2144080","[""Call Forwarding Always""]"
"AMX_2797606_HG151601@pbxcloud.mx","AMX_2797606","AMX_Ent_2169494","[""Call Forwarding Always""]"
"AMX_2797606_HG151607@pbxcloud.mx","AMX_2797606","AMX_Ent_2169494","[""Call Forwarding Always""]"
"AMX_2797606_HG151658@pbxcloud.mx","AMX_2797606","AMX_Ent_2169494","[""Call Forwarding Always""]"
"AMX_2800622_HG151548@pbxcloud.mx","AMX_2800622","AMX_Ent_2173303","[""Call Forwarding Always""]"
"AMX_2800622_HG151561@pbxcloud.mx","AMX_2800622","AMX_Ent_2173303","[""Call Forwarding Always""]"
"AMX_2807065_HG151615@pbxcloud.mx","AMX_2807065","AMX_Ent_2176612","[""Call Forwarding Always""]"
"AMX_2807065_HG151621@pbxcloud.mx","AMX_2807065","AMX_Ent_2176612","[""Call Forwarding Always""]"
"AMX_2807065_HG151627@pbxcloud.mx","AMX_2807065","AMX_Ent_2176612","[""Call Forwarding Always""]"
"AMX_2807065_HG151633@pbxcloud.mx","AMX_2807065","AMX_Ent_2176612","[""Call Forwarding Always""]"
"AMX_2815118_HG151802@pbxcloud.mx","AMX_2815118","AMX_Ent_2180873","[""Call Forwarding Always""]"
"AMX_2815118_HG151982@pbxcloud.mx","AMX_2815118","AMX_Ent_2180873","[""Call Forwarding Always""]"
"AMX_2849964_HG151910@pbxcloud.mx","AMX_2849964","AMX_Ent_2198225","[""Call Forwarding Always""]"
"AMX_2849964_HG151916@pbxcloud.mx","AMX_2849964","AMX_Ent_2198225","[""Call Forwarding Always""]"
"AMX_2849964_HG151922@pbxcloud.mx","AMX_2849964","AMX_Ent_2198225","[""Call Forwarding Always""]"
"AMX_2849964_HG151930@pbxcloud.mx","AMX_2849964","AMX_Ent_2198225","[""Call Forwarding Always""]"
"AMX_2854203_HG151837@pbxcloud.mx","AMX_2854203","AMX_Ent_2200273","[""Call Forwarding Always""]"
"AMX_2854203_HG151843@pbxcloud.mx","AMX_2854203","AMX_Ent_2200273","[""Call Forwarding Always""]"
"AMX_2883867_HG152747@pbxcloud.mx","AMX_2883867","AMX_Ent_2201755","[""Call Forwarding Always""]"
"AMX_2904196_HG152771@pbxcloud.mx","AMX_2904196","AMX_Ent_2201755","[""Call Forwarding Always""]"
"AMX_2904196_HG152777@pbxcloud.mx","AMX_2904196","AMX_Ent_2201755","[""Call Forwarding Always""]"
"AMX_2904196_HG152783@pbxcloud.mx","AMX_2904196","AMX_Ent_2201755","[""Call Forwarding Always""]"
"AMX_2904196_HG152789@pbxcloud.mx","AMX_2904196","AMX_Ent_2201755","[""Call Forwarding Always""]"
"AMX_2904196_HG152795@pbxcloud.mx","AMX_2904196","AMX_Ent_2201755","[""Call Forwarding Always""]"
"AMX_2903709_HG152834@pbxcloud.mx","AMX_2903709","AMX_Ent_2223459","[""Call Forwarding Always""]"
"AMX_2903709_HG152843@pbxcloud.mx","AMX_2903709","AMX_Ent_2223459","[""Call Forwarding Always""]"
"AMX_2903709_HG152849@pbxcloud.mx","AMX_2903709","AMX_Ent_2223459","[""Call Forwarding Always""]"
"AMX_2903709_HG152855@pbxcloud.mx","AMX_2903709","AMX_Ent_2223459","[""Call Forwarding Always""]"
"AMX_2923230_HG152923@pbxcloud.mx","AMX_2923230","AMX_Ent_2231620","[""Call Forwarding Always""]"
"AMX_2923230_HG152929@pbxcloud.mx","AMX_2923230","AMX_Ent_2231620","[""Call Forwarding Always""]"
"AMX_2923230_HG152936@pbxcloud.mx","AMX_2923230","AMX_Ent_2231620","[""Call Forwarding Always""]"
"AMX_2923230_HG152943@pbxcloud.mx","AMX_2923230","AMX_Ent_2231620","[""Call Forwarding Always""]"
"AMX_2924718_HG153133@pbxcloud.mx","AMX_2924718","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2924718_HG153144@pbxcloud.mx","AMX_2924718","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2924718_HG153150@pbxcloud.mx","AMX_2924718","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2924718_HG153158@pbxcloud.mx","AMX_2924718","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2924718_HG153164@pbxcloud.mx","AMX_2924718","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2930184_HG152890@pbxcloud.mx","AMX_2930184","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2930184_HG152917@pbxcloud.mx","AMX_2930184","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2930184_HG153170@pbxcloud.mx","AMX_2930184","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2930184_HG153176@pbxcloud.mx","AMX_2930184","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2930184_HG153182@pbxcloud.mx","AMX_2930184","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_3111872_HG153628@pbxcloud.mx","AMX_3111872","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_3111872_HG153637@pbxcloud.mx","AMX_3111872","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_3111872_HG153645@pbxcloud.mx","AMX_3111872","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_3111872_HG153651@pbxcloud.mx","AMX_3111872","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_3111872_HG153657@pbxcloud.mx","AMX_3111872","AMX_Ent_2232078","[""Call Forwarding Always""]"
"AMX_2928877_HG153265@pbxcloud.mx","AMX_2928877","AMX_Ent_2233642","[""Call Forwarding Always""]"
"AMX_2928877_HG153274@pbxcloud.mx","AMX_2928877","AMX_Ent_2233642","[""Call Forwarding Always""]"
"AMX_2928877_HG153284@pbxcloud.mx","AMX_2928877","AMX_Ent_2233642","[""Call Forwarding Always""]"
"AMX_2962990_HG153370@pbxcloud.mx","AMX_2962990","AMX_Ent_2242061","[""Call Forwarding Always""]"
"AMX_2962990_HG153376@pbxcloud.mx","AMX_2962990","AMX_Ent_2242061","[""Call Forwarding Always""]"
"AMX_2962990_HG153386@pbxcloud.mx","AMX_2962990","AMX_Ent_2242061","[""Call Forwarding Always""]"
"AMX_2962990_HG153392@pbxcloud.mx","AMX_2962990","AMX_Ent_2242061","[""Call Forwarding Always""]"
"AMX_2981269_HG153240@pbxcloud.mx","AMX_2981269","AMX_Ent_2255759","[""Call Forwarding Always""]"
"grupo_de_busqueda@pbxcloud.mx","AMX_Ent_3042443","AMX_Ent_2270213","[""Call Forwarding Always""]"
"AMX_3096340_HG153600@pbxcloud.mx","AMX_3096340","AMX_Ent_2286858","[""Call Forwarding Always""]"
"AMX_3096340_HG153609@pbxcloud.mx","AMX_3096340","AMX_Ent_2286858","[""Call Forwarding Always""]"
"AMX_3078816_HG153494@pbxcloud.mx","AMX_3078816","AMX_Ent_2297794","[""Call Forwarding Always""]"
"AMX_3078816_HG153663@pbxcloud.mx","AMX_3078816","AMX_Ent_2297794","[""Call Forwarding Always""]"
"AMX_3078816_HG153675@pbxcloud.mx","AMX_3078816","AMX_Ent_2297794","[""Call Forwarding Always""]"
"AMX_3079162_HG153505@pbxcloud.mx","AMX_3079162","AMX_Ent_2297926","[""Call Forwarding Always""]"
"AMX_3079162_HG153511@pbxcloud.mx","AMX_3079162","AMX_Ent_2297926","[""Call Forwarding Always""]"
"AMX_3079162_HG153517@pbxcloud.mx","AMX_3079162","AMX_Ent_2297926","[""Call Forwarding Always""]"
"AMX_3079162_HG153571@pbxcloud.mx","AMX_3079162","AMX_Ent_2297926","[""Call Forwarding Always""]"
"AMX_3172790_HG153977@pbxcloud.mx","AMX_3172790","AMX_Ent_2335924","[""Call Forwarding Always""]"
"AMX_3197402_HG154038@pbxcloud.mx","AMX_3197402","AMX_Ent_2345983","[""Call Forwarding Always""]"
"AMX_3197402_HG154082@pbxcloud.mx","AMX_3197402","AMX_Ent_2345983","[""Call Forwarding Always""]"
"AMX_3204252_HG154053@pbxcloud.mx","AMX_3204252","AMX_Ent_2348926","[""Call Forwarding Always""]"
"AMX_3205960_HG154686@pbxcloud.mx","AMX_3205960","AMX_Ent_2349609","[""Call Forwarding Always""]"
"AMX_3246597_HG154373@pbxcloud.mx","AMX_3246597","AMX_Ent_2366248","[""Call Forwarding Always""]"
"AMX_3258153_HG154388@pbxcloud.mx","AMX_3258153","AMX_Ent_2366306","[""Call Forwarding Always""]"
"AMX_3263823_HG154566@pbxcloud.mx","AMX_3263823","AMX_Ent_2372561","[""Call Forwarding Always""]"
"AMX_3263823_HG154607@pbxcloud.mx","AMX_3263823","AMX_Ent_2372561","[""Call Forwarding Always""]"
"AMX_3263823_HG154613@pbxcloud.mx","AMX_3263823","AMX_Ent_2372561","[""Call Forwarding Always""]"
"AMX_3263823_HG154637@pbxcloud.mx","AMX_3263823","AMX_Ent_2372561","[""Call Forwarding Always""]"
"AMX_3263823_HG154644@pbxcloud.mx","AMX_3263823","AMX_Ent_2372561","[""Call Forwarding Always""]"
"AMX_3263823_HG154651@pbxcloud.mx","AMX_3263823","AMX_Ent_2372561","[""Call Forwarding Always""]"
"AMX_3240557_HG154739@pbxcloud.mx","AMX_3240557","AMX_Ent_2364080","[""Call Forwarding Always""]"
"AMX_3240557_HG154745@pbxcloud.mx","AMX_3240557","AMX_Ent_2364080","[""Call Forwarding Always""]"
"AMX_3240614_HG154726@pbxcloud.mx","AMX_3240614","AMX_Ent_2364108","[""Call Forwarding Always""]"
"AMX_3240614_HG154732@pbxcloud.mx","AMX_3240614","AMX_Ent_2364108","[""Call Forwarding Always""]"
"AMX_3304513_HG154918@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304513_HG154931@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Always""]"
"AMX_3304513_HG154937@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Always""]"
"AMX_3304513_HG154943@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Always""]"
"AMX_3304513_HG155031@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304513_HG155046@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304513_HG155056@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304513_HG155066@pbxcloud.mx","AMX_3304513","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304564_HG154912@pbxcloud.mx","AMX_3304564","AMX_Ent_2380923","[""Call Forwarding Always""]"
"AMX_3304564_HG154967@pbxcloud.mx","AMX_3304564","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304564_HG154993@pbxcloud.mx","AMX_3304564","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304564_HG154999@pbxcloud.mx","AMX_3304564","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3304564_HG155005@pbxcloud.mx","AMX_3304564","AMX_Ent_2380923","[""Call Forwarding Busy""]"
"AMX_3301856_HG155119@pbxcloud.mx","AMX_3301856","AMX_Ent_2047269","[""Call Forwarding Always""]"
"AMX_2686005_HG155381@pbxcloud.mx","AMX_2686005","AMX_Ent_2110928","[""Call Forwarding Always""]"
"AMX_2686005_HG155387@pbxcloud.mx","AMX_2686005","AMX_Ent_2110928","[""Call Forwarding Always""]"
"AMX_3275949_HG155407@pbxcloud.mx","AMX_3275949","AMX_Ent_2376703","[""Call Forwarding Always""]"
"AMX_3361642_HG155524@pbxcloud.mx","AMX_3361642","AMX_Ent_1445434","[""Call Forwarding Always""]"
"AMX_3361642_HG155538@pbxcloud.mx","AMX_3361642","AMX_Ent_1445434","[""Call Forwarding Always""]"
"AMX_3361770_HG155490@pbxcloud.mx","AMX_3361770","AMX_Ent_1445434","[""Call Forwarding Always""]"
"AMX_3361770_HG155496@pbxcloud.mx","AMX_3361770","AMX_Ent_1445434","[""Call Forwarding Always""]"
"AMX_3316058_HG155581@pbxcloud.mx","AMX_3316058","AMX_Ent_2390961","[""Call Forwarding Always""]"
"AMX_3316058_HG155587@pbxcloud.mx","AMX_3316058","AMX_Ent_2390961","[""Call Forwarding Always""]"
"AMX_3316058_HG155594@pbxcloud.mx","AMX_3316058","AMX_Ent_2390961","[""Call Forwarding Always""]"
"AMX_3378145_HG155511@pbxcloud.mx","AMX_3378145","AMX_Ent_2416871","[""Call Forwarding Always""]"
"AMX_3363627_HG155653@pbxcloud.mx","AMX_3363627","AMX_Ent_2410701","[""Call Forwarding Always""]"
"AMX_3363627_HG155662@pbxcloud.mx","AMX_3363627","AMX_Ent_2410701","[""Call Forwarding Always""]"
"AMX_3363627_HG155669@pbxcloud.mx","AMX_3363627","AMX_Ent_2410701","[""Call Forwarding Always""]"
"AMX_2284436_HG155711@pbxcloud.mx","AMX_2284436","AMX_Ent_1841802","[""Call Forwarding Always""]"
"AMX_3379546_HG155871@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always""]"
"AMX_3379546_HG155880@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3379546_HG155887@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always""]"
"AMX_3379546_HG155894@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always""]"
"AMX_3379546_HG155904@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always""]"
"AMX_3379546_HG155910@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always""]"
"AMX_3379546_HG155918@pbxcloud.mx","AMX_3379546","AMX_Ent_2397843","[""Call Forwarding Always""]"
"AMX_3368824_HG155694@pbxcloud.mx","AMX_3368824","AMX_Ent_2412776","[""Call Forwarding Always""]"
"AMX_3368824_HG155700@pbxcloud.mx","AMX_3368824","AMX_Ent_2412776","[""Call Forwarding Always""]"
"AMX_3386148_HG155817@pbxcloud.mx","AMX_3386148","AMX_Ent_2420414","[""Call Forwarding Always""]"
"AMX_3413417_HG155774@pbxcloud.mx","AMX_3413417","AMX_Ent_2425212","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3420459_HG155996@pbxcloud.mx","AMX_3420459","AMX_Ent_2437012","[""Call Forwarding Always""]"
"AMX_3420459_HG156005@pbxcloud.mx","AMX_3420459","AMX_Ent_2437012","[""Call Forwarding Always""]"
"AMX_3420459_HG156014@pbxcloud.mx","AMX_3420459","AMX_Ent_2437012","[""Call Forwarding Always""]"
"AMX_3420459_HG156023@pbxcloud.mx","AMX_3420459","AMX_Ent_2437012","[""Call Forwarding Always""]"
"AMX_2892622_HG156032@pbxcloud.mx","AMX_2892622","AMX_Ent_2218336","[""Call Forwarding Always""]"
"AMX_3429661_HG156104@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156110@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156117@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156124@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156131@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156139@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156146@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156153@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156162@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3429661_HG156169@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always""]"
"AMX_3450798_HG156091@pbxcloud.mx","AMX_3450798","AMX_Ent_2450555","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3449744_HG156197@pbxcloud.mx","AMX_3449744","AMX_Ent_1612371","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3449744_HG156203@pbxcloud.mx","AMX_3449744","AMX_Ent_1612371","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3449744_HG156209@pbxcloud.mx","AMX_3449744","AMX_Ent_1612371","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3429252_HG156215@pbxcloud.mx","AMX_3429252","AMX_Ent_2227229","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3403482_HG156272@pbxcloud.mx","AMX_3403482","AMX_Ent_2428841","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3429661_HG156278@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3429661_HG156285@pbxcloud.mx","AMX_3429661","AMX_Ent_2440890","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156296@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156305@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156311@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156318@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156325@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156332@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3469465_HG156352@pbxcloud.mx","AMX_3469465","AMX_Ent_2457919","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3469465_HG156358@pbxcloud.mx","AMX_3469465","AMX_Ent_2457919","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3469465_HG156364@pbxcloud.mx","AMX_3469465","AMX_Ent_2457919","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3475726_HG156377@pbxcloud.mx","AMX_3475726","AMX_Ent_2454730","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3477527_HG156371@pbxcloud.mx","AMX_3477527","AMX_Ent_2460819","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470814_HG156392@pbxcloud.mx","AMX_3470814","AMX_Ent_1715985","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3480113_HG156398@pbxcloud.mx","AMX_3480113","AMX_Ent_2457919","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3480113_HG156408@pbxcloud.mx","AMX_3480113","AMX_Ent_2457919","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470814_HG156426@pbxcloud.mx","AMX_3470814","AMX_Ent_1715985","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470814_HG156432@pbxcloud.mx","AMX_3470814","AMX_Ent_1715985","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470814_HG156438@pbxcloud.mx","AMX_3470814","AMX_Ent_1715985","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470814_HG156446@pbxcloud.mx","AMX_3470814","AMX_Ent_1715985","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156500@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156510@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3470026_HG156516@pbxcloud.mx","AMX_3470026","AMX_Ent_1380538","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_2024157_HG156480@pbxcloud.mx","AMX_2024157","AMX_Ent_1677047","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3431993_HG156489@pbxcloud.mx","AMX_3431993","AMX_Ent_1735963","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3320115_HG156546@pbxcloud.mx","AMX_3320115","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3320115_HG156552@pbxcloud.mx","AMX_3320115","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3320115_HG156558@pbxcloud.mx","AMX_3320115","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3340450_HG156522@pbxcloud.mx","AMX_3340450","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3340450_HG156528@pbxcloud.mx","AMX_3340450","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3340450_HG156534@pbxcloud.mx","AMX_3340450","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3340450_HG156540@pbxcloud.mx","AMX_3340450","AMX_Ent_2392497","[""Call Forwarding Always"",""Call Forwarding Busy""]"
"AMX_3459564_HG156564@pbxcloud.mx","AMX_3459564","AMX_Ent_2404801","[""Call Forwarding Always"",""Call Forwarding Busy""]"
