"usuario","empresa","subscriptionId","tipo","servicePacks"
"supervisioncontable1@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"supervisioncontable2@pbxcloud.mx","AMX_Ent_2444344","AMX_3445201","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Integrated IMP""]"
"General1_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General2_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General3_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General4_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General5_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General6_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General7_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"General8_@pbxcloud.mx","AMX_Ent_1380538","AMX_3470026","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"199061107_103845083_MOH","AMX_Ent_2402246","AMX_3344159","MOH",
"199061107_103845083_VMR@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","VMR",
"AMX_3344159_AP@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"AMX_3305053_AA150095@pbxcloud.mx","AMX_Ent_2386849","AMX_3305053","AA","[""2BUSINESSLINE""]"
"oficina1_2001@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"oficina2_2002@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"oficina3_2003@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"oficina4_2004@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"oficina5_2005@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"recepcion_2000@pbxcloud.mx","AMX_Ent_2402246","AMX_3344159","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"habitacion@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion212@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion211@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion210@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Desktop - Video"",""4PERSONALMOBILITY""]"
"habitacion209@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion208@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion207@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion206@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion205@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion204@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion202@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion201@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion108@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"habitacion107@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"147941921_147816995_MOH","AMX_Ent_1326471","AMX_2765593","MOH",
"147941921_147816995_VMR@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","VMR",
"AMX_2765593_AP@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"AMX_2765593_HG152813@pbxcloud.mx","AMX_Ent_1326471","AMX_2765593","HuntGroup","[""2BUSINESSLINE""]"
"ernesto_rojas@pbxcloud.mx","AMX_Ent_2366248","AMX_3246597","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"Auto-AttendatEst@pbxcloud.mx","AMX_Ent_1193641","AMX_3235814","StandardAA",
"153681942_113514507_MOH","AMX_Ent_2434601","AMX_3451128","MOH",
"153681942_113514507_VMR@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","VMR",
"AMX_3451128_AP@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"anarobayo@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"angelica.herrera@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"carolina.rueda@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"celiamoctezuma@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"danielramos@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"dayara.alcantar@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"efrenmendoza@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"eriklinner@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"estrella@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"francisco.ortega@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"joselyn@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"joshua.perez@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"luis.miguel@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"magalli.colin@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"nuria.aguilar@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"oscaremo@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video"",""Messaging""]"
"paola.tapia@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"sandra.fernandez@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"ximena.medina@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"ximena.serrano@pbxcloud.mx","AMX_Ent_2434601","AMX_3451128","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"174596564_126980170_MOH","AMX_Ent_2032483","AMX_3469824","MOH",
"174596564_126980170_VMR@pbxcloud.mx","AMX_Ent_2032483","AMX_3469824","VMR",
"AMX_3469824_AP@pbxcloud.mx","AMX_Ent_2032483","AMX_3469824","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"161329665_156459657_MOH","AMX_Ent_2429381","AMX_3434019","MOH",
"161329665_156459657_VMR@pbxcloud.mx","AMX_Ent_2429381","AMX_3434019","VMR",
"AMX_3434019_AP@pbxcloud.mx","AMX_Ent_2429381","AMX_3434019","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"sucursal.guadalajara@pbxcloud.mx","AMX_Ent_2429381","AMX_3434019","User","[""3STANDARD"",""1BASE"",""2BUSINESSLINE"",""Calling Line ID Blocking Override""]"
"callcenter2.metepec@pbxcloud.mx","AMX_Ent_2110928","AMX_2686005","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"sinos1@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"reporte-gasto@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"recursos_pres@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"presupuesto1@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"juridico1@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"jose-vazquez1@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""Messaging""]"
"gloria_mtz@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"gestores@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"gestion-serv-benef@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""Messaging""]"
"francisco_glz@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"facturacion1@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"desarr-hum@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""Messaging""]"
"coord-normat@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"control-admon@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"captura0@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"callcenter7@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"call-center-6@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"apoyo-logist@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"ana-hernandez1@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""Messaging""]"
"admon_padron@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"133999634_184261031_MOH","AMX_Ent_2135505","AMX_2877939","MOH",
"133999634_184261031_VMR@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","VMR",
"AMX_2877939_AP@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"AMX_2877939_HG152329@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"AMX_2877939_HG152680@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"AMX_2877939_HG152689@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"AMX_2877939_HG152698@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"AMX_2877939_HG152707@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"AMX_2877939_HG152716@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"AMX_2877939_HG152725@pbxcloud.mx","AMX_Ent_2135505","AMX_2877939","HuntGroup","[""2BUSINESSLINE""]"
"118046294_137072130_MOH","AMX_Ent_2464068","AMX_3486535","MOH",
"118046294_137072130_VMR@pbxcloud.mx","AMX_Ent_2464068","AMX_3486535","VMR",
"AMX_3486535_AP@pbxcloud.mx","AMX_Ent_2464068","AMX_3486535","BAPortal","[""1BASE"",""2BUSINESSLINE"",""3STANDARD""]"
"jonathan_aguayo@pbxcloud.mx","AMX_Ent_2464068","AMX_3486535","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"maria_torres@pbxcloud.mx","AMX_Ent_2464068","AMX_3486535","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"sarahi_valenzuela@pbxcloud.mx","AMX_Ent_2464068","AMX_3486535","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override"",""BroadTouch Business Communicator Mobile - Video"",""BroadTouch Business Communicator Desktop - Video""]"
"vigilancia3@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"sup.operativarepss@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"sistemasrepssdf@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"repssdf@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"portabilidad@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"modulorepssdf@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"juancescobar@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"gestionserv.salud@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"fpcgcysmsxxi@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"financiamiento@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"direccionafiliacion@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"causes@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"callcenter_1@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"callcenter.5@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"callcenter.4@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"callcenter.3@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"callcenter.2@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"auditoriasrepssdf@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"afilicion@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"adrianangeles@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","User","[""3STANDARD"",""1BASE"",""4PERSONALMOBILITY"",""2BUSINESSLINE"",""5PREMIUM"",""Calling Line ID Blocking Override""]"
"133999634_194601934_MOH","AMX_Ent_2135505","AMX_2788515","MOH",
"133999634_194601934_VMR@pbxcloud.mx","AMX_Ent_2135505","AMX_2788515","VMR",
